Unnamed: 0,Унікод АЗС,datetime,"Обсяг спожитих, кВт",Year,Month,Date,Day,DayWeek,Hour,Latitude,Longitude,temperature_2m,dew_point_2m,rain,snowfall,apparent_temperature,relative_humidity_2m,precipitation,showers,snow_depth,weathercode,cloudcover,windspeed_10m,winddirection_10m,shortwave_radiation,surface_pressure,visibility
37445,40810700,2023-06-01 01:00:00,49.659,2023,6,2023-06-01,1,3,1,50.42274230627166,29.843808164165303,11.774,5.724,9.745179,66.44217,0.0,0.0,0.0,0.0,0.0,6.638072,167.4712,0.0,0.0,995.5607,0.0,0.0
37446,40810700,2023-06-01 02:00:00,51.657,2023,6,2023-06-01,1,3,2,50.42274230627166,29.843808164165303,11.424,5.274,9.202215,65.90726,0.0,0.0,0.0,1.0,22.0,7.289444,200.22495,0.0,0.0,995.63165,0.0,0.0
37447,40810700,2023-06-01 03:00:00,47.299,2023,6,2023-06-01,1,3,3,50.42274230627166,29.843808164165303,11.074,5.474,8.807069,68.3962,0.0,0.0,0.0,0.0,0.0,7.8954163,226.8476,0.0,0.0,995.7029,0.0,0.0
37448,40810700,2023-06-01 04:00:00,45.475,2023,6,2023-06-01,1,3,4,50.42274230627166,29.843808164165303,10.224,5.374,7.8623123,71.87679,0.0,0.0,0.0,0.0,17.0,8.39657,239.0363,0.0,0.0,995.5396,0.0,0.0
37449,40810700,2023-06-01 05:00:00,45.182,2023,6,2023-06-01,1,3,5,50.42274230627166,29.843808164165303,10.474,5.124,7.9791355,69.470566,0.0,0.0,0.0,0.0,2.0,8.942214,220.10085,0.0,0.0,995.363,0.0,0.0
37450,40810700,2023-06-01 06:00:00,42.566,2023,6,2023-06-01,1,3,6,50.42274230627166,29.843808164165303,11.774,5.424,9.199331,65.07503,0.0,0.0,0.0,0.0,0.0,9.931042,223.53127,36.0,16.0,995.2672,0.0,0.0
37451,40810700,2023-06-01 07:00:00,40.999,2023,6,2023-06-01,1,3,7,50.42274230627166,29.843808164165303,13.824,6.474,11.4063635,61.186558,0.0,0.0,0.0,0.0,0.0,10.464797,243.43501,155.0,99.0,995.52045,0.0,0.0
37452,40810700,2023-06-01 08:00:00,42.535,2023,6,2023-06-01,1,3,8,50.42274230627166,29.843808164165303,16.324001,7.724,14.66906,56.75596,0.0,0.0,0.0,0.0,0.0,7.289445,237.09476,311.0,234.0,995.51135,0.0,0.0
37453,40810700,2023-06-01 09:00:00,42.417,2023,6,2023-06-01,1,3,9,50.42274230627166,29.843808164165303,19.074001,7.524,17.234646,47.080048,0.0,0.0,0.0,0.0,0.0,8.209263,254.74483,473.0,382.0,995.3211,0.0,0.0
37454,40810700,2023-06-01 10:00:00,35.416,2023,6,2023-06-01,1,3,10,50.42274230627166,29.843808164165303,20.774,7.474,19.328194,42.229862,0.0,0.0,0.0,0.0,0.0,8.4042845,260.13425,623.0,522.0,995.346,0.0,0.0
37455,40810700,2023-06-01 11:00:00,32.705,2023,6,2023-06-01,1,3,11,50.42274230627166,29.843808164165303,22.024,7.474,21.319439,39.11695,0.0,0.0,0.0,0.0,0.0,8.350138,262.5687,746.0,638.0,995.0436,0.0,0.0
37456,40810700,2023-06-01 12:00:00,37.548,2023,6,2023-06-01,1,3,12,50.42274230627166,29.843808164165303,23.074001,7.474,22.894588,36.700542,0.0,0.0,0.0,0.0,1.0,8.311245,252.3498,833.0,720.0,994.6284,0.0,0.0
37457,40810700,2023-06-01 13:00:00,37.705,2023,6,2023-06-01,1,3,13,50.42274230627166,29.843808164165303,23.924002,7.624,23.889763,35.225582,0.0,0.0,0.0,0.0,1.0,9.19939,239.42085,878.0,763.0,994.1007,0.0,0.0
37458,40810700,2023-06-01 14:00:00,38.207,2023,6,2023-06-01,1,3,14,50.42274230627166,29.843808164165303,24.574001,7.674,24.302868,33.994812,0.0,0.0,0.0,0.0,19.0,10.495713,239.0363,875.0,758.0,993.7546,0.0,0.0
37459,40810700,2023-06-01 15:00:00,42.106,2023,6,2023-06-01,1,3,15,50.42274230627166,29.843808164165303,25.574001,7.424,24.961863,31.486683,0.0,0.0,0.0,1.0,41.0,10.514218,231.95291,827.0,714.0,992.84467,0.0,0.0
37460,40810700,2023-06-01 16:00:00,52.272,2023,6,2023-06-01,1,3,16,50.42274230627166,29.843808164165303,25.824001,7.274,24.630333,30.70692,0.0,0.0,0.0,2.0,64.0,10.685391,237.38077,737.0,629.0,992.1766,0.0,0.0
37461,40810700,2023-06-01 17:00:00,58.572,2023,6,2023-06-01,1,3,17,50.42274230627166,29.843808164165303,25.924002,7.024,23.95041,30.007757,0.0,0.0,0.0,0.0,0.0,10.636766,246.0375,610.0,507.0,991.6937,0.0,0.0
37462,40810700,2023-06-01 18:00:00,64.405,2023,6,2023-06-01,1,3,18,50.42274230627166,29.843808164165303,25.674002,6.574,23.31705,29.529549,0.0,0.0,0.0,0.0,4.0,10.182337,261.87,462.0,372.0,991.28467,0.0,0.0
37463,40810700,2023-06-01 19:00:00,64.638,2023,6,2023-06-01,1,3,19,50.42274230627166,29.843808164165303,24.824001,6.874,22.82551,31.708235,0.0,0.0,0.0,0.0,0.0,8.209263,285.25516,299.0,221.0,990.736,0.0,0.0
37464,40810700,2023-06-01 20:00:00,64.502,2023,6,2023-06-01,1,3,20,50.42274230627166,29.843808164165303,22.224,11.374,21.716743,50.22387,0.0,0.0,0.0,0.0,0.0,6.3690495,317.29062,147.0,92.0,990.55414,0.0,0.0
37465,40810700,2023-06-01 21:00:00,65.593,2023,6,2023-06-01,1,3,21,50.42274230627166,29.843808164165303,20.424002,8.224,18.783405,45.41022,0.0,0.0,0.0,0.0,0.0,8.049845,349.69522,32.0,14.0,990.3281,0.0,0.0
37466,40810700,2023-06-01 22:00:00,67.638,2023,6,2023-06-01,1,3,22,50.42274230627166,29.843808164165303,19.424002,8.124,18.462532,47.98536,0.0,0.0,0.0,0.0,0.0,3.219938,116.56499,0.0,0.0,990.54987,0.0,0.0
37467,40810700,2023-06-01 23:00:00,59.988,2023,6,2023-06-01,1,3,23,50.42274230627166,29.843808164165303,17.024,9.424,15.715708,60.905956,0.0,0.0,0.0,0.0,1.0,7.968939,161.56496,0.0,0.0,990.18005,0.0,0.0
37468,40810700,2023-06-02 00:00:00,51.689,2023,6,2023-06-02,2,4,0,50.42274230627166,29.843808164165303,15.224,9.574,14.221184,69.00675,0.0,0.0,0.0,1.0,30.0,6.162207,186.70975,0.0,0.0,989.9494,0.0,0.0
37469,40810700,2023-06-02 01:00:00,49.125,2023,6,2023-06-02,2,4,1,50.42274230627166,29.843808164165303,14.624,9.224,13.361807,70.05636,0.0,0.0,0.0,1.0,31.0,7.2805495,188.53069,0.0,0.0,989.61127,0.0,0.0
37470,40810700,2023-06-02 02:00:00,54.097,2023,6,2023-06-02,2,4,2,50.42274230627166,29.843808164165303,14.524,7.574,12.647318,63.051853,0.0,0.0,0.0,0.0,3.0,8.557102,202.24907,0.0,0.0,989.6039,0.0,0.0
37471,40810700,2023-06-02 03:00:00,49.759,2023,6,2023-06-02,2,4,3,50.42274230627166,29.843808164165303,13.874,7.624,11.870657,65.986115,0.0,0.0,0.0,0.0,18.0,9.511088,209.4758,0.0,0.0,989.45746,0.0,0.0
37472,40810700,2023-06-02 04:00:00,53.852,2023,6,2023-06-02,2,4,4,50.42274230627166,29.843808164165303,13.374,6.774,10.945441,64.31616,0.0,0.0,0.0,1.0,36.0,11.019764,218.36752,0.0,0.0,989.3222,0.0,0.0
37473,40810700,2023-06-02 05:00:00,48.814,2023,6,2023-06-02,2,4,5,50.42274230627166,29.843808164165303,13.224,6.724,10.86464,64.72559,0.0,0.0,0.0,2.0,63.0,10.464797,220.81499,0.0,0.0,989.0173,0.0,0.0
37474,40810700,2023-06-02 06:00:00,47.525,2023,6,2023-06-02,2,4,6,50.42274230627166,29.843808164165303,13.724,7.474,11.540094,65.95365,0.0,0.0,0.0,3.0,94.0,10.495713,210.96368,36.0,14.0,988.85913,0.0,0.0
37475,40810700,2023-06-02 07:00:00,47.638,2023,6,2023-06-02,2,4,7,50.42274230627166,29.843808164165303,15.574,8.774,13.370373,63.936195,0.0,0.0,0.0,1.0,20.0,12.904882,210.1413,140.0,63.0,988.99664,0.0,0.0
37476,40810700,2023-06-02 08:00:00,44.583,2023,6,2023-06-02,2,4,8,50.42274230627166,29.843808164165303,18.174002,9.324,16.319183,56.266125,0.0,0.0,0.0,1.0,21.0,11.525623,218.65984,300.0,210.0,988.99133,0.0,0.0
37477,40810700,2023-06-02 09:00:00,46.713,2023,6,2023-06-02,2,4,9,50.42274230627166,29.843808164165303,20.624,9.774,18.864828,49.79559,0.0,0.0,0.0,3.0,81.0,11.720751,227.4896,463.0,358.0,988.97156,0.0,0.0
37478,40810700,2023-06-02 10:00:00,44.361,2023,6,2023-06-02,2,4,10,50.42274230627166,29.843808164165303,23.074001,10.224,21.753847,44.188217,0.0,0.0,0.0,3.0,100.0,11.592894,233.84172,602.0,461.0,989.04724,0.0,0.0
37479,40810700,2023-06-02 11:00:00,42.193,2023,6,2023-06-02,2,4,11,50.42274230627166,29.843808164165303,24.924002,8.424,23.415403,35.031902,0.0,0.0,0.0,3.0,100.0,13.37825,246.19405,707.0,515.0,988.8825,0.0,0.0
37480,40810700,2023-06-02 12:00:00,46.732,2023,6,2023-06-02,2,4,12,50.42274230627166,29.843808164165303,26.074001,7.924,24.71783,31.626953,0.0,0.0,0.0,3.0,87.0,14.707222,248.45895,799.0,598.0,988.766,0.0,0.0
37481,40810700,2023-06-02 13:00:00,47.708,2023,6,2023-06-02,2,4,13,50.42274230627166,29.843808164165303,26.724,7.174,24.9369,28.91889,0.0,0.0,0.0,1.0,40.0,17.238699,241.29414,833.0,627.0,988.3208,0.0,0.0
37482,40810700,2023-06-02 14:00:00,55.653,2023,6,2023-06-02,2,4,14,50.42274230627166,29.843808164165303,27.624,7.174,25.881104,27.431581,0.0,0.0,0.0,1.0,38.0,17.673029,236.6336,856.0,721.0,987.6968,0.0,0.0
37483,40810700,2023-06-02 15:00:00,34.158,2023,6,2023-06-02,2,4,15,50.42274230627166,29.843808164165303,26.124,8.674,22.840069,33.17876,0.0,0.0,0.0,3.0,91.0,28.775238,223.47928,839.0,713.0,987.98596,0.0,0.0
37484,40810700,2023-06-02 16:00:00,1.36,2023,6,2023-06-02,2,4,16,50.42274230627166,29.843808164165303,24.224,9.924,21.502459,40.41244,0.1,0.0,0.0,51.0,95.0,18.59845,222.64667,459.0,156.0,988.3441,0.1,0.0
37485,40810700,2023-06-02 17:00:00,36.287,2023,6,2023-06-02,2,4,17,50.42274230627166,29.843808164165303,22.274,11.474,19.83094,50.403595,0.2,0.0,0.0,51.0,100.0,19.855558,292.3802,484.0,209.0,988.893,0.2,0.0
37486,40810700,2023-06-02 18:00:00,67.787,2023,6,2023-06-02,2,4,18,50.42274230627166,29.843808164165303,21.674002,11.124,20.63308,51.084484,0.0,0.0,0.0,3.0,100.0,9.504272,232.69597,167.0,0.0,988.6546,0.0,0.0
37487,40810700,2023-06-02 19:00:00,63.27,2023,6,2023-06-02,2,4,19,50.42274230627166,29.843808164165303,22.024,11.324,20.739603,50.671585,0.0,0.0,0.0,3.0,80.0,11.592894,216.15828,172.0,36.0,988.19,0.0,0.0
